,sa_5hz,PGA,rot_lin,rot_nlin
0,1.9468199,0.67524008,0.26814825,0.26814825
1,2.4494514,1.2581131,0.30378199,0.30378199
2,7.9624167,1.3726831,1.1395997,1.5855
3,1.7937173,0.48077184,0.16361549,0.16361549
4,22.830087,4.5911961,3.1733458,7.764
5,4.6806314,1.3647236,0.63797247,0.63797247
6,8.2320351,1.3081178,1.2678361,0.93445
7,2.1370762,0.51235815,0.33526303,0.33526303
8,3.2537174,1.0030535,0.41799688,0.41799688
9,4.3074661,1.7051087,0.59452598,0.59452598
10,0.41828954,0.57888324,0.1170644,0.1170644
11,7.8020535,1.5452552,0.81809905,0.81809905
12,7.1055971,2.2442642,0.71259796,0.71259796
13,14.390801,4.4016364,2.2260724,7.037
14,20.062615,3.5827625,2.7205471,7.7757
15,5.9743294,1.7749952,0.79125579,0.79125579
16,0.93020177,0.20804845,0.19081151,0.19081151
17,4.19313,1.165017,0.53118477,0.53118477
18,1.2739947,2.3515324,0.20800397,0.20800397
19,8.007352,1.1694019,1.2933308,2.4718
20,9.1556281,2.5132311,0.71389518,0.71389518
21,6.5595631,2.2281753,0.76729853,0.76729853
22,1.6987135,0.81054916,0.30162056,0.30162056
23,2.858615,1.0892516,0.33168715,0.33168715
24,2.909056,1.2811709,0.29309371,0.29309371
25,9.1326882,2.3496868,1.2104648,1.4532
26,8.5675225,1.2906051,1.0281533,1.0281533
27,3.8833243,1.0207644,0.55760011,0.55760011
28,8.4742027,0.94647916,1.3482323,2.5756
29,11.890765,2.5936814,1.0863409,1.4714
30,17.460787,6.8556161,1.9028846,4.979
31,4.4998135,0.86028978,0.57931742,0.57931742
32,5.7497899,1.2123739,0.7563854,0.7563854
33,2.3742741,1.0247491,0.38118024,0.38118024
34,4.2853849,1.5901487,0.67949764,0.67949764
35,7.3214393,1.7536846,0.99107393,0.99107393
36,0.2692264,0.082626463,0.097687072,0.097687072
37,6.9072902,3.1997272,0.6667759,0.6667759
38,1.209731,0.3786225,0.20708767,0.20708767
39,3.2736451,0.62796097,0.39940244,0.39940244
40,0.1061132,0.087847756,0.090677715,0.090677715
41,0.65026779,0.73923128,0.18874158,0.18874158
42,26.02382,3.7126599,3.2414202,7.2003
43,4.5536737,2.3411903,0.42776162,0.42776162
44,6.1225863,0.91195086,0.81913883,0.81913883
45,9.9660948,5.1697025,0.61298818,0.61298818
46,9.1275608,1.5778053,1.2313559,2.0938
47,2.90658,0.54944596,0.38316311,0.38316311
48,24.624817,2.4352485,3.4224926,8.1423
49,7.6055808,2.5262323,0.96833469,0.96833469
50,9.7273082,2.7012336,0.96533261,0.96533261
51,3.9156834,0.7744695,0.61776459,0.61776459
52,23.350225,6.9708844,2.5974477,7.1783
53,12.062117,2.5540623,1.6275185,4.475
54,3.2126062,0.89567003,0.48189038,0.48189038
55,3.6513215,0.72033305,0.65202932,0.65202932
56,4.4979904,4.0181944,0.45296577,0.45296577
57,6.0804603,1.2891212,1.0752069,1.3154
58,10.992051,2.1696846,1.2393909,2.4281
59,9.2635062,2.1419911,1.229261,2.0624
60,4.3660806,2.1978345,0.61495448,0.61495448
61,0.877428,0.32932194,0.17708469,0.17708469
62,0.89781458,0.332231,0.11723256,0.11723256
63,2.6895103,1.3848217,0.30925144,0.30925144
64,1.2199619,0.84157059,0.18068689,0.18068689
65,2.2540791,1.6536798,0.26644062,0.26644062
66,2.4346397,0.65281586,0.34391118,0.34391118
67,7.9089739,2.5216182,1.097116,1.4421
68,2.6740119,0.49597611,0.38791636,0.38791636
69,2.4907647,0.39273991,0.42761518,0.42761518
70,14.343307,2.2693398,1.9369924,5.8562
71,0.67705452,0.31437396,0.15209142,0.15209142
72,0.22221446,0.033259723,0.10974445,0.10974445
73,2.6712531,0.58250281,0.46181813,0.46181813
74,0.62742691,0.34282335,0.15025944,0.15025944
75,4.8252582,1.0661216,0.63729599,0.63729599
76,0.73183389,0.9114704,0.13819521,0.13819521
77,1.1448625,0.39117267,0.16700511,0.16700511
78,10.616236,1.6256042,1.4129702,2.8954
79,0.93471106,0.13099045,0.20342659,0.20342659
80,6.9269776,0.98322932,1.0328773,1.0328773
81,1.1957366,0.84130867,0.21039521,0.21039521
82,11.942768,2.4536139,1.6389396,3.9875
83,2.6789657,0.921035,0.45751002,0.45751002
84,1.502992,0.81334258,0.21812703,0.21812703
85,1.9355785,0.25011693,0.31906666,0.31906666
86,2.82533,0.77251468,0.35435713,0.35435713
87,7.3712921,0.78501289,0.85802681,0.85802681
88,0.68097045,0.50091347,0.12222253,0.12222253
89,1.1188707,0.40570629,0.23070857,0.23070857
90,8.0104231,1.4263764,0.99129834,0.99129834
91,1.2893596,0.65739437,0.23496229,0.23496229
92,6.2745687,1.0051583,0.66956279,0.66956279
93,1.8621263,0.49605988,0.23028717,0.23028717
94,1.0609321,0.22593726,0.25582274,0.25582274
95,7.2022721,2.2306987,0.99144175,0.99144175
96,6.3092719,1.5118247,0.80434746,0.80434746
97,25.523611,4.7334409,3.2750587,8.3358
98,1.245001,0.29063173,0.22981387,0.22981387
99,1.6795589,0.52513994,0.36175937,0.36175937
100,0.89124861,0.40937106,0.1771803,0.1771803
101,8.8110333,1.0368809,1.0500356,1.1663
102,3.7736135,1.0277657,0.37355876,0.37355876
103,3.4733428,2.0760197,0.36677087,0.36677087
104,2.6228564,0.51101586,0.39855806,0.39855806
105,6.4690458,2.363272,0.83094473,0.83094473
106,0.076256885,0.022489557,0.087474521,0.087474521
107,5.1855038,1.7020961,0.62887162,0.62887162
108,1.6822671,0.51737749,0.32775877,0.32775877
109,13.777748,1.4242758,2.115806,6.4973
110,3.6115431,0.71603469,0.4813731,0.4813731
111,0.1241814,0.062666421,0.097242334,0.097242334
112,1.9027551,0.38709639,0.36516992,0.36516992
113,3.5920032,1.7715949,0.58432865,0.58432865
114,4.280629,1.7205237,0.51037339,0.51037339
115,2.5738879,0.66884544,0.25914535,0.25914535
116,9.0746793,2.0800601,1.2160079,2.0371
117,2.5471683,0.40456555,0.42276365,0.42276365
118,6.1012963,1.9926083,0.81011362,0.81011362
119,12.443093,5.2947419,1.7137486,4.7887
120,8.0136033,1.0569368,0.97005479,0.97005479
121,5.1443992,1.7626695,0.70905734,0.70905734
122,2.8581967,0.6881604,0.49058584,0.49058584
123,2.4297915,0.92212643,0.28797966,0.28797966
124,0.44265191,0.10144522,0.11835465,0.11835465
125,1.3532288,0.6152045,0.1948607,0.1948607
126,6.5618207,2.6801811,0.72748591,0.72748591
127,11.880403,1.794676,1.8346312,5.2424
128,1.9741182,0.41308882,0.28165966,0.28165966
129,5.4734788,1.6279383,0.5996411,0.5996411
130,12.654954,2.6991192,1.710645,4.7824
131,1.5134934,0.36453342,0.21953924,0.21953924
132,5.3124075,1.297496,0.86482953,0.86482953
133,2.0342551,0.54651235,0.32421176,0.32421176
134,7.4896927,1.5550139,0.9518327,0.9518327
135,6.2027486,0.64921199,1.0731104,1.3078
136,1.0040055,0.72161452,0.19259662,0.19259662
137,4.3683324,1.0965452,0.51346241,0.51346241
138,7.1464747,1.3868673,0.96885379,0.96885379
139,3.159338,0.94376659,0.35707938,0.35707938
140,10.003887,2.5111912,1.119198,1.4374
141,4.9278547,1.2251971,0.63387504,0.63387504
142,6.9748767,0.53721771,1.1320282,1.6228
143,1.9306841,0.47555,0.30085693,0.30085693
144,0.2425767,0.099605501,0.095079576,0.095079576
145,2.8161115,0.71458278,0.34240753,0.34240753
146,7.0557601,2.4708546,0.7892533,0.7892533
147,1.2292628,0.54099551,0.21654687,0.21654687
148,3.7233419,0.70384895,0.51905075,0.51905075
149,8.1782157,2.8273667,0.79757602,0.79757602
150,7.7235705,1.1584772,1.0916297,0.76224
151,8.3432101,2.9277107,1.0266128,1.0266128
152,3.5939272,0.70390615,0.55205674,0.55205674
153,1.9216368,0.29510248,0.38339066,0.38339066
154,5.6616989,1.3750052,0.48314441,0.48314441
155,4.6526714,1.8936469,0.67039701,0.67039701
156,4.5661716,0.73970104,0.77050263,0.77050263
157,11.885607,1.5951706,1.4817932,3.7274
158,5.9518336,0.99129272,0.46308237,0.46308237
159,5.4987785,0.94876306,0.87061535,0.87061535
160,23.170822,6.3131192,2.991268,7.4229
161,1.4144135,0.65967551,0.24456412,0.24456412
162,6.9009197,0.95077842,0.92335679,0.92335679
163,16.371059,8.0408241,2.0259126,5.4522
164,13.166827,1.9214255,1.7334757,5.5509
165,6.385931,1.3334585,1.0436472,1.1565
166,1.7414548,0.2958275,0.33247834,0.33247834
167,1.5007546,0.89619088,0.236364,0.236364
168,1.1486553,0.40008292,0.25799521,0.25799521
169,11.51432,2.1185359,1.7646685,3.9227
170,1.7814417,0.62717543,0.18458514,0.18458514
171,2.2901944,1.1954382,0.33936761,0.33936761
172,0.55575961,0.26667983,0.12705015,0.12705015
173,14.584975,2.3960243,2.0024785,5.4812
174,1.5554186,1.1318348,0.25584844,0.25584844
175,1.7827022,0.44158538,0.28574978,0.28574978
176,1.8815765,0.53445495,0.39882274,0.39882274
177,5.5689024,1.2538388,0.70150167,0.70150167
178,0.22509991,0.11223661,0.10037468,0.10037468
179,5.0383732,0.98588393,0.94131613,0.94131613
180,2.3717303,0.89932396,0.29039113,0.29039113
181,0.88433673,0.31504767,0.17253291,0.17253291
182,1.1325199,0.24065239,0.25568804,0.25568804
183,1.6149837,0.76843371,0.24623677,0.24623677
184,1.0430116,0.55036464,0.23297424,0.23297424
185,20.127624,5.5083652,1.7542037,4.2136
186,2.6126992,0.81644182,0.32674757,0.32674757
187,0.38627392,0.14165346,0.13247982,0.13247982
188,4.1732641,0.8011507,0.55023133,0.55023133
189,4.5227621,0.96943862,0.63812132,0.63812132
190,4.9102809,0.84468614,0.77894653,0.77894653
191,3.9106068,1.0686159,0.45256083,0.45256083
192,3.4810963,0.66380089,0.45880496,0.45880496
193,0.42212017,0.86022775,0.13092778,0.13092778
194,9.4420992,2.3109202,0.96883133,0.96883133
195,2.8633914,0.57543685,0.43573925,0.43573925
196,0.8196132,0.17053493,0.15528454,0.15528454
197,7.7559357,1.3266456,1.0154504,1.0154504
198,7.8687984,1.7338997,1.2097333,1.9784
199,11.943988,2.0339881,1.2723201,2.1998
200,1.8547383,0.56160099,0.28550389,0.28550389
201,7.9204462,1.6623495,0.86808785,0.86808785
202,4.0633478,2.3152343,0.44592982,0.44592982
203,1.7363592,0.40358109,0.30176565,0.30176565
204,5.5450084,0.69605268,0.87375053,0.87375053
205,3.05383,0.95107783,0.52885475,0.52885475
206,9.7175264,1.3920331,1.3502457,2.9218
207,0.63911904,0.22917363,0.14640032,0.14640032
208,9.8861272,1.8836346,0.90794853,0.90794853
209,17.50184,1.9207251,2.5806856,7.358
210,7.5439989,1.0931606,1.1118904,1.4353
211,15.267809,6.8667605,0.76378732,0.76378732
212,4.8601851,1.2023935,0.4781686,0.4781686
213,6.749308,2.8801208,0.44559677,0.44559677
214,4.3340932,0.33367831,0.80964263,0.80964263
215,2.5607811,0.53136876,0.3704534,0.3704534
216,0.53862636,0.26221136,0.1232775,0.1232775
217,6.2097137,1.10174,0.72356436,0.72356436
218,2.1338804,0.4135793,0.34492166,0.34492166
219,4.6898379,0.61711567,0.749828,0.749828
220,11.733195,4.0511517,1.2193103,0.91952
221,5.9335225,1.1067043,1.00901,1.00901
222,0.10937429,0.043177328,0.090020634,0.090020634
223,5.3022224,1.273006,0.55970202,0.55970202
224,5.002996,1.4316674,0.52646625,0.52646625
225,16.87942,3.1631462,2.3638994,6.4623
226,7.5360945,0.86627443,1.1008002,0.92191
227,5.6792837,1.6061469,0.67788285,0.67788285
228,2.9702314,0.87530774,0.37218379,0.37218379
229,6.1673582,0.98987772,1.1628947,1.7729
230,4.3908478,0.99837566,0.61013299,0.61013299
231,3.4286219,1.2132852,0.37309197,0.37309197
232,0.85793132,0.67270337,0.17598062,0.17598062
233,1.4870008,0.53774683,0.19653632,0.19653632
234,14.238302,3.0420125,2.0038367,6.2075
235,49.788408,7.836372,5.3320385,9.0567
236,4.9432247,2.2046724,0.53884623,0.53884623
237,11.679878,2.155142,1.7849005,5.3763
238,18.349788,3.1905185,2.1916115,6.3972
239,6.7704164,1.367516,0.80979627,0.80979627
240,1.4853032,0.27654968,0.26771788,0.26771788
241,12.292161,1.7079788,1.620283,4.8494
242,15.930378,3.6129514,1.3733282,2.7224
243,3.8895971,1.2516189,0.54470583,0.54470583
244,1.1692871,0.40832004,0.17518836,0.17518836
245,7.8957396,2.7210239,1.145126,1.6083
246,0.84930948,0.44110671,0.15568721,0.15568721
247,11.389257,2.2659065,1.5023943,3.9993
248,8.4187585,1.2371655,1.4328845,2.6889
249,2.2337015,0.39092976,0.40556826,0.40556826
250,5.2363423,0.87979344,0.71512611,0.71512611
251,5.4904568,0.90448729,0.61289131,0.61289131
252,5.377906,0.72838705,0.87171005,0.87171005
253,4.0700587,0.69578829,0.52461073,0.52461073
254,9.4723617,2.1449629,1.2462716,1.1804
255,8.2152137,2.1264104,1.2083023,1.955
256,1.4933028,0.82439717,0.28786937,0.28786937
257,7.5651185,1.12918,0.87189228,0.87189228
258,1.7926553,0.35094263,0.3206889,0.3206889
259,1.8506263,0.7811968,0.23798425,0.23798425
260,3.5445639,0.44721969,0.48831937,0.48831937
261,2.248757,0.67514517,0.31873961,0.31873961
262,5.3457368,1.4157702,0.70296521,0.70296521
263,0.8834966,0.67295262,0.19384896,0.19384896
264,1.9814673,1.0690384,0.29112525,0.29112525
265,12.621461,1.2335478,1.684689,4.0555
266,9.2340417,2.491063,1.5381181,3.7229
267,6.645966,2.8436143,0.31588395,0.31588395
268,4.5157053,1.3266596,0.51917851,0.51917851
269,5.4300386,0.7853749,0.89706839,0.89706839
270,6.6098612,2.3323394,0.82324586,0.82324586
271,0.34906453,0.14651557,0.12393627,0.12393627
272,1.0671222,0.26911023,0.1786909,0.1786909
273,2.8681246,0.6222065,0.49096242,0.49096242
274,4.4667989,1.130363,0.69135288,0.69135288
275,2.7872751,0.77220259,0.4851258,0.4851258
276,1.8834098,0.78988442,0.29588599,0.29588599
277,3.6631405,2.8630655,0.3469073,0.3469073
278,4.7311544,1.3523093,0.78885703,0.78885703
279,3.618464,0.50926134,0.55413806,0.55413806
280,4.8071082,0.95580118,0.59569358,0.59569358
281,8.2457187,1.9524259,1.0878847,1.3886
282,2.3622389,1.0152831,0.2980299,0.2980299
283,6.9953273,1.0396696,1.0025792,1.0025792
284,2.3094983,0.30719006,0.35970888,0.35970888
285,8.9842054,2.3974245,0.70726606,0.70726606
286,13.593919,3.5648066,2.0545617,6.002
287,1.0565643,0.87704157,0.20837531,0.20837531
288,3.5595265,0.66686534,0.46959157,0.46959157
289,0.14205685,0.044960058,0.09671329,0.09671329
290,1.9442404,0.82460558,0.30625778,0.30625778
291,6.1981545,1.1451061,0.79971012,0.79971012
292,8.8345755,2.9235008,1.4442202,2.0882
293,9.061523,0.52707678,1.6639379,2.1461
294,9.5702263,1.7714677,1.0138169,1.0138169
295,13.028979,4.2872485,1.4647633,3.5755
296,1.838381,1.2344937,0.32409723,0.32409723
297,12.387737,2.7123931,1.7185954,4.4677
298,8.5457522,3.4344467,0.91981968,0.91981968
299,9.7493196,1.7063446,1.1729751,1.6608
300,1.9147391,0.43179991,0.3046589,0.3046589
301,3.9282218,1.9900211,0.42872824,0.42872824
302,1.5768668,0.75184125,0.24755491,0.24755491
303,10.812799,4.0218349,0.76327699,0.76327699
304,3.7256482,1.4897832,0.63900118,0.63900118
305,12.060304,1.3721759,1.4483595,3.1094
306,2.9020086,1.134034,0.41137692,0.41137692
307,3.734756,1.0031537,0.6210339,0.6210339
308,2.1076772,0.85276646,0.28129844,0.28129844
309,1.9032501,1.1244748,0.31465822,0.31465822
310,0.29938149,0.061081148,0.12332667,0.12332667
311,5.6872106,1.5339515,0.8786075,0.8786075
312,3.2592742,0.8000843,0.5259943,0.5259943
313,2.7183628,1.1654255,0.28310898,0.28310898
314,14.868651,6.3894429,1.462902,2.1641
315,4.9194214,1.5452729,0.61886567,0.61886567
316,2.0939651,0.40672824,0.2937251,0.2937251
317,7.7904026,1.9242199,1.3677449,2.9631
318,1.3290162,0.98263466,0.25585468,0.25585468
319,1.5493398,0.58363596,0.21399742,0.21399742
320,6.4830619,2.4758728,0.71959567,0.71959567
321,0.69550622,0.32011014,0.17660893,0.17660893
322,6.0707624,1.9385693,0.90089503,0.90089503
323,0.3082352,0.075232427,0.12497112,0.12497112
324,11.231859,2.5779792,1.5468681,3.6362
325,8.3181619,4.7093629,0.99003754,0.99003754
326,2.8173852,0.90453105,0.38862144,0.38862144
327,1.0326936,0.43173908,0.21561268,0.21561268
328,17.691657,1.6835717,1.8885909,4.7695
329,0.57564839,0.14400728,0.14202677,0.14202677
330,13.006432,2.8762612,1.5941224,1.9333
331,8.2763983,1.3551513,1.0718101,1.3055
332,2.6127733,0.6711819,0.38905345,0.38905345
333,2.1170131,1.3649981,0.3315104,0.3315104
334,3.7578418,0.75036545,0.69832857,0.69832857
335,0.2817164,0.055622059,0.11124351,0.11124351
336,6.9921914,1.5554457,0.57953905,0.57953905
337,2.6895169,0.49116151,0.34157585,0.34157585
338,4.7041441,1.3693685,0.72082763,0.72082763
339,1.9116967,0.83720058,0.23608166,0.23608166
340,6.5238221,1.3901671,1.022273,1.022273
341,0.49600382,0.10016513,0.13045383,0.13045383
342,5.7473071,0.50720907,1.1137426,0.96168
343,4.2534529,0.62095716,0.78127019,0.78127019
344,6.2870419,1.323885,0.66272638,0.66272638
345,2.9476812,0.61654911,0.53933655,0.53933655
346,3.3987876,0.83259578,0.49279585,0.49279585
347,6.2171959,1.1832888,0.81092577,0.81092577
348,3.0873268,1.0797818,0.39411316,0.39411316
349,2.7389202,1.5113746,0.4187103,0.4187103
350,12.998907,4.818708,1.2771078,2.3746
351,1.5229145,0.47666092,0.20065439,0.20065439
352,5.2232037,0.81071891,0.70825607,0.70825607
353,1.3858714,0.5012941,0.2002321,0.2002321
354,4.2663785,3.2414014,0.64087557,0.64087557
355,3.4125191,0.62775571,0.64822278,0.64822278
356,14.047828,3.7004802,1.5594017,3.8009
357,12.768743,3.6316814,1.8790257,3.97
358,1.3093515,0.45395264,0.28973028,0.28973028
359,7.5999639,1.2329434,0.91254507,0.91254507
360,5.8925824,1.426051,0.72263184,0.72263184
361,0.2449939,0.083206575,0.10514292,0.10514292
362,0.13465498,0.32154464,0.087467838,0.087467838
363,4.1725532,0.93015777,0.60632754,0.60632754
364,2.0696831,0.61779337,0.27201397,0.27201397
365,5.8940363,2.1467147,0.83856046,0.83856046
366,1.1320126,0.32573879,0.20767534,0.20767534
367,4.5144854,0.83606022,0.78230329,0.78230329
368,3.0369024,0.48471599,0.45469271,0.45469271
369,1.2660909,0.57228761,0.2037951,0.2037951
370,4.4833174,2.9708171,0.47181582,0.47181582
371,2.8987108,0.37194781,0.50294882,0.50294882
372,8.553844,1.5017512,1.2682559,2.3393
373,0.75746975,0.20405597,0.18211182,0.18211182
374,1.2148635,0.52161705,0.20561371,0.20561371
375,2.6642919,0.97121383,0.23995186,0.23995186
376,11.126722,4.2272404,1.1751322,1.8344
377,4.0604756,1.5380097,0.37515364,0.37515364
378,2.4180541,0.62717525,0.27169341,0.27169341
379,3.1640972,1.0028954,0.48622453,0.48622453
380,8.1002832,1.4648154,0.79828355,0.79828355
381,2.0647781,1.202162,0.18572443,0.18572443
382,11.624429,2.9602442,1.6683525,4.7722
383,6.3565797,1.2856127,0.89209561,0.89209561
384,7.6833468,1.8179233,1.0428475,1.1948
385,3.0636249,2.1006355,0.32136004,0.32136004
386,1.7898365,0.60022305,0.27499235,0.27499235
387,0.55014941,0.12030725,0.14538673,0.14538673
388,11.669488,3.0728663,1.2132022,1.8875
389,18.79919,4.8967432,2.1029848,5.707
390,1.2150361,0.42508348,0.21631666,0.21631666
391,1.0163613,0.4758698,0.19242921,0.19242921
392,2.4354987,0.89666275,0.37697316,0.37697316
393,4.0095323,0.86922403,0.71579771,0.71579771
394,4.8129504,1.4530184,0.31994887,0.31994887
395,2.2874716,1.5733253,0.34649067,0.34649067
396,4.3941165,1.2061319,0.7702581,0.7702581
397,6.2213187,0.94047676,0.8610739,0.8610739
398,2.4827003,0.59546736,0.36256046,0.36256046
399,6.3948627,1.9640539,0.81248639,0.81248639
400,2.2534966,0.44562807,0.40325131,0.40325131
401,4.4211775,1.0251527,0.5517835,0.5517835
402,2.1144904,0.47226775,0.39748291,0.39748291
403,2.1001222,0.68952947,0.22556995,0.22556995
404,1.0073429,0.22615292,0.20158653,0.20158653
405,21.480774,8.1548091,2.5131875,6.5439
406,0.88820376,0.19578947,0.19429864,0.19429864
407,18.736009,4.0868215,2.2243776,6.6081
408,6.8811441,1.1519073,0.91722607,0.91722607
409,5.7859496,2.0692333,0.89758935,0.89758935
410,12.487932,1.9037117,1.8309355,5.3982
411,1.6402925,0.64111537,0.28406951,0.28406951
412,1.373261,0.53346241,0.23522423,0.23522423
413,18.918371,1.3691093,3.0744158,7.5859
414,4.2511869,0.7503078,0.68424129,0.68424129
415,6.40084,2.0043948,0.67379473,0.67379473
416,3.357741,0.69184826,0.45998798,0.45998798
417,6.8644653,1.5809237,0.83368979,0.83368979
418,14.277884,7.868123,1.9363074,6.4008
419,0.97110985,0.57465748,0.22866072,0.22866072
420,0.52852521,0.22255425,0.11966208,0.11966208
421,2.5345252,0.75362815,0.38165092,0.38165092
422,0.86661069,0.41012339,0.18082584,0.18082584
423,2.7816399,1.2178123,0.43072327,0.43072327
424,3.3533714,0.75716417,0.57166903,0.57166903
425,2.5382087,0.89558689,0.24199596,0.24199596
426,0.61317029,0.52408637,0.1541909,0.1541909
427,3.4410497,1.0420297,0.40996227,0.40996227
428,7.0101349,3.9068771,1.1385125,1.6646
429,2.8137093,0.67165464,0.55200846,0.55200846
430,10.158109,1.617727,1.4827523,3.7931
431,8.9401422,1.2092905,1.1603409,1.3356
432,1.956749,0.51004896,0.25560767,0.25560767
433,0.45247942,0.084571354,0.13368876,0.13368876
434,4.5046437,1.3484528,0.48197447,0.48197447
435,4.7438959,1.6753252,0.64629071,0.64629071
436,2.7719615,1.0031422,0.43711964,0.43711964
437,3.4125461,1.1743099,0.40125973,0.40125973
438,1.2518837,0.40780938,0.21335952,0.21335952
439,6.9810522,2.5054158,1.1340795,1.5719
440,1.3802527,0.4591522,0.22055418,0.22055418
441,28.044143,4.6301555,3.2652153,7.7241
442,6.5762129,1.3842757,0.94121222,0.94121222
443,2.631548,0.50012243,0.32019217,0.32019217
444,0.88959781,0.39569373,0.18073992,0.18073992
445,0.81724753,0.2451687,0.1933076,0.1933076
446,2.8010421,1.0945565,0.25007932,0.25007932
447,3.7460337,1.3970191,0.38222391,0.38222391
448,8.6865499,3.3467008,0.62947996,0.62947996
449,21.382192,5.8727589,2.9161771,7.2959
450,3.6807284,1.3758099,0.49182921,0.49182921
451,7.9439773,0.98549787,1.2561159,2.4635
452,5.1305666,1.2699234,0.58134062,0.58134062
453,1.3272792,0.48158155,0.25286103,0.25286103
454,2.6134779,0.68012948,0.32681847,0.32681847
455,3.0248141,1.1809245,0.44577786,0.44577786
456,1.8237492,0.64434913,0.3345736,0.3345736
457,2.4370391,0.53976976,0.37385797,0.37385797
458,0.5268855,0.51813991,0.12840655,0.12840655
459,10.330759,2.5953775,1.5944287,3.9599
460,8.3051034,1.8873288,1.3408355,2.5371
461,17.299547,3.7446444,2.2747171,6.1247
462,27.912268,6.9504945,2.988253,7.7853
463,4.5995254,1.77936,0.811968,0.811968
464,8.9171854,1.4809679,1.533506,3.552
465,8.555829,2.9043385,0.83661586,0.83661586
466,6.6547781,0.74431805,1.0184665,1.0184665
467,4.8251306,0.74691646,0.65426067,0.65426067
468,2.7069853,1.0175723,0.37787067,0.37787067
469,1.7898473,0.68588467,0.32288804,0.32288804
470,5.3373004,3.2517661,0.810437,0.810437
471,5.1825544,0.85383827,0.8696771,0.8696771
472,8.521278,2.9043367,0.87986146,0.87986146
473,7.7218932,1.4147147,1.0309115,1.0309115
474,1.3497823,0.90101311,0.13520861,0.13520861
475,2.7410543,1.1994164,0.29946349,0.29946349
476,7.0903224,2.2552133,0.81248298,0.81248298
477,1.2433804,0.38214096,0.19651149,0.19651149
478,6.7914666,1.6477221,1.0695498,0.89604
479,12.040768,3.7278663,1.5947638,4.4848
480,3.0101697,0.72152632,0.46155958,0.46155958
481,2.9240846,0.80072478,0.43113452,0.43113452
482,0.74594003,0.15804908,0.15581241,0.15581241
483,17.057986,4.3235851,2.7254823,7.0754
484,3.9619715,0.7780409,0.53252759,0.53252759
485,12.407893,2.0241386,1.4679435,3.2702
486,5.7407126,1.5581698,0.79664375,0.79664375
487,5.1261978,1.6633489,0.50972794,0.50972794
488,11.72517,1.7885492,1.383927,2.8652
489,19.786343,3.7308273,2.0774136,5.4515
490,4.2821108,0.68477184,0.86204289,0.86204289
491,1.7800626,0.63753478,0.24251985,0.24251985
492,5.3540644,1.6985034,0.48389696,0.48389696
493,4.7470185,1.6584802,0.50273352,0.50273352
494,2.1651681,0.72918588,0.39727976,0.39727976
495,2.3888943,0.66204857,0.31759361,0.31759361
496,4.9872835,1.6406428,0.58147132,0.58147132
497,9.3540878,1.534399,1.4042324,3.1128
498,23.673138,2.9431029,3.0022636,7.8285
499,0.91668938,0.29865665,0.18644235,0.18644235
500,14.288442,1.7239686,1.4876692,3.1691
501,5.2273396,1.1332875,0.62474204,0.62474204
502,2.200646,0.68655923,0.24729054,0.24729054
503,13.473172,5.5794964,0.77188631,0.77188631
504,4.3703236,0.72915291,0.61681806,0.61681806
505,0.060736182,0.020586533,0.08532751,0.08532751
506,8.6147205,1.5184196,1.2906321,2.4016
507,2.8834084,1.2004978,0.49900802,0.49900802
508,32.195082,5.5841594,5.0635904,9.0684
509,7.6306762,1.0372916,1.3098681,2.3919
510,2.1819774,0.66614676,0.27367334,0.27367334
511,7.0852044,2.0059586,1.0212239,1.0212239
512,5.5417149,0.86424715,0.53421431,0.53421431
513,0.50780023,0.099244995,0.14264724,0.14264724
514,1.320503,0.4312798,0.21263785,0.21263785
515,3.5717964,1.2965066,0.41232542,0.41232542
516,0.90515763,0.5333979,0.1989084,0.1989084
517,3.896453,2.0661581,0.40987418,0.40987418
518,2.9441198,0.94652948,0.46109267,0.46109267
519,0.87717863,1.0800775,0.14579646,0.14579646
520,0.91945283,0.34969785,0.18988603,0.18988603
521,3.6080776,0.89289395,0.58330247,0.58330247
522,4.0509977,1.5496818,0.3546976,0.3546976
523,1.0173848,0.39218265,0.17503463,0.17503463
524,1.8667599,0.75908337,0.26983546,0.26983546
525,8.0517901,3.6617993,1.1839763,1.9689
526,15.305162,8.0324582,1.7440805,3.4214
527,0.39397885,0.32289181,0.11466349,0.11466349
528,9.5074534,3.0500465,1.2938768,2.4281
529,9.2909618,2.4570963,0.84593342,0.84593342
530,8.5952743,0.9579343,1.4760769,0.32376
531,0.086490253,0.091470078,0.090155469,0.090155469
532,4.8581061,3.7285285,0.69255431,0.69255431
533,1.5630736,0.60551621,0.23864985,0.23864985
534,11.969553,5.2711736,1.467835,3.0633
535,37.389049,7.0981769,4.445786,7.3101
536,3.5886237,1.2182891,0.49350706,0.49350706
537,1.7914492,0.58578307,0.25416192,0.25416192
538,6.3595529,1.1479111,0.79859304,0.79859304
539,6.1292387,0.89596811,0.75091835,0.75091835
540,6.5102157,3.3180558,0.72699842,0.72699842
541,2.9705397,1.1586436,0.45241919,0.45241919
542,0.79149029,0.23376857,0.19988323,0.19988323
543,7.1731058,1.5497365,0.9667443,0.9667443
544,3.4113834,1.1314034,0.29094797,0.29094797
545,8.7182924,1.7180711,1.3309939,2.9556
546,12.091292,3.5204978,0.83381265,0.83381265
547,4.1848891,1.1354291,0.72537259,0.72537259
548,6.1007544,2.0070835,1.0685063,1.237
